Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
Domestika,1000000000.0,2022-01-27,Internet software & services,Berkeley,United States,North America,2012,13000000000.0,"Zeev Ventures, GSV Ventures"
Flock Freight,1000000000.0,2021-10-20,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,39900000000.0,"SignalFire, GLP Capital Partners, Google Ventures"
InSightec,1000000000.0,2020-03-06,Health,Tirat Carmel,Israel,Asia,1999,63300000000.0,"York Capital Management, GE Healthcare, Koch Disruptive Technologies"
Island,1000000000.0,2022-03-23,Internet software & services,Dallas,United States,North America,2020,21500000000.0,"Insight Partners, Sequoia Capital, Stripes Group"
iTrustCapital,1000000000.0,2022-01-11,Fintech,Long Beach,United States,North America,2018,12800000000.0,"Left Lane Capital, Walden Venture Capital"
Konfio,1000000000.0,2021-09-29,Fintech,Mexico City,Mexico,North America,2013,37800000000.0,"Kaszek Ventures, QED Investors, International Finance Corporation"
LinkTree,1000000000.0,2022-03-16,Internet software & services,Melbourne,Australia,Oceania,2016,16600000000.0,"AirTree Ventures, Insight Partners, Index Ventures"
Loadsmart,1000000000.0,2022-02-01,"Supply chain, logistics, & delivery",New York,United States,North America,2014,33600000000.0,"Chromo Invest, Maersk Growth, BlackRock"
Lukka,1000000000.0,2022-01-14,Fintech,New York,United States,North America,2014,20100000000.0,"Liberty City Ventures, Soros Fund Management, Summer Capital"
Manner,1000000000.0,2020-12-24,Other,Shanghai,China,Asia,2015,1000000000.0,"Coatue Management, H Capital, Capital Today"
The Brandtech Group,1000000000.0,2019-11-19,Other,New York,United States,North America,2015,61000000000.0,Undisclosed
TravelPerk,1000000000.0,2022-01-12,Travel,Barcelona,Spain,Europe,2015,40800000000.0,"LocalGlobe, Kinnevik, Felix Capital"
YugaByte,1000000000.0,2021-10-28,Data management & analytics,Sunnyvale,United States,North America,2016,29100000000.0,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
Intercom,1000000000.0,2018-03-27,Internet software & services,San Francisco,United States,North America,2011,24100000000.0,"FirstMark Capital, Tiger Global Management"
OVO Energy,1000000000.0,2019-02-14,Other,Bristol,United Kingdom,Europe,2009,32400000000.0,"Mitsubishi Corporation, Mayfair Equity Partners"
BigID,1000000000.0,2020-12-16,Cybersecurity,New York,United States,North America,2015,24600000000.0,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"
CaptivateIQ,1000000000.0,2022-01-26,Fintech,San Francisco,United States,North America,2014,16500000000.0,"Sequoia Capital, Y Combinator, Accel"
Flipdish,1000000000.0,2022-01-13,Internet software & services,Dublin,Ireland,Europe,2015,15700000000.0,"Tencent Holdings, Tiger Global Management, Global Founders Capital"
Honor Technology,1000000000.0,2021-10-05,Internet software & services,San Francisco,United States,North America,2014,32500000000.0,"Andreessen Horowitz, Prosus Ventures, Thrive Capital"
Incode Technologies,1000000000.0,2021-12-07,Cybersecurity,San Francisco,United States,North America,2015,25700000000.0,"Dila Capital, Framework Ventures, 3L"
Kuaikan Manhua,1000000000.0,2017-12-01,Internet software & services,Beijing,China,Asia,2014,59400000000.0,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
Marshmallow,1000000000.0,2021-09-08,Fintech,London,United Kingdom,Europe,2017,11600000000.0,"Passion Capital, Hedosophia, Outrun Ventures"
Mythical Games,1000000000.0,2021-11-04,Internet software & services,Sherman Oaks,United States,North America,2018,26000000000.0,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group"
Route,1000000000.0,2022-01-21,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,48200000000.0,"Madrona Venture Group, Banner Ventures, FJ Labs"
Tackle.io,1000000000.0,2021-12-21,Internet software & services,Boise,United States,North America,2016,14800000000.0,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"
Nexii,1000000000.0,2021-09-08,Other,Vancouver,Canada,North America,2020,4500000000.0,"Trane Technologies, Honeywell"
GalaxySpace,1000000000.0,2020-11-17,Mobile & telecommunications,Beijing,China,Asia,2016,1400000000.0,"Shunwei Capital Partners, 5Y Capital, Legend Capital"
Insider,1000000000.0,2022-02-28,Internet software & services,Istanbul,Turkey,Europe,2012,16700000000.0,"Wamda Capital, Endeavor, Riverwood Capital"
Spiber,1000000000.0,2021-09-08,Other,Tsuruoka,Japan,Asia,2007,52000000000.0,"Cool Japan Fund, JAFCO, The Carlyle Group"
Ada Support,1000000000.0,2021-05-07,Artificial intelligence,Toronto,Canada,North America,2016,19100000000.0,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital"
AgentSync,1000000000.0,2021-12-07,Fintech,Denver,United States,North America,2018,11100000000.0,"Craft Ventures, Caffeinated Capital, Operator Collective"
Alation,1000000000.0,2021-06-03,Internet software & services,Redwood City,United States,North America,2012,19200000000.0,"Costanoa Ventures, Data Collective, Salesforce Ventures"
BigPanda,1000000000.0,2022-01-12,Artificial intelligence,Mountain View,United States,North America,2012,31700000000.0,"Advent International, Battery Ventures, Sequoia Capital Israel"
CarDekho,1000000000.0,2021-10-13,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,44800000000.0,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
Copado,1000000000.0,2021-09-13,Data management & analytics,Chicago,United States,North America,2013,27100000000.0,"Insight Partners, Salesforce Ventures, Perpetual Investors"
DailyPay,1000000000.0,2021-05-18,Fintech,New York,United States,North America,2016,18900000000.0,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners"
FloQast,1000000000.0,2021-07-21,Fintech,Los Angeles,United States,North America,2013,23000000000.0,"Polaris Partners, Insight Partners, Norwest Venture Partners"
Gem,1000000000.0,2021-09-28,Internet software & services,San Francisco,United States,North America,2017,14800000000.0,"Accel, Greylock Partners, Meritech Capital Partners"
GrubMarket,1000000000.0,2021-09-14,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,38200000000.0,"GGV Capital, BlackRock, ACE & Company"
Helium Systems,1000000000.0,2022-02-22,Internet software & services,San Francisco,United States,North America,2013,36500000000.0,"FirstMark Capital, Tiger Global Management, FTX Venture"
Inari,1000000000.0,2021-05-12,Other,Cambridge,United States,North America,2016,33700000000.0,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai"
Jokr,1000000000.0,2021-12-02,E-commerce & direct-to-consumer,New York,United States,North America,2021,43000000000.0,"GGV Capital, Tiger Global Management, Greycroft"
LivSpace,1000000000.0,2022-02-08,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,42700000000.0,"Jungle Ventures, Helion Venture Partners, INGKA Investments"
Merama,1000000000.0,2021-12-09,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,34500000000.0,"SoftBank Latin America Fund, Advent International, Balderton Capital"
MindTickle,1000000000.0,2021-08-03,Internet software & services,San Francisco,United States,North America,2012,28100000000.0,"Qualcomm Ventures, Accel, Canaan Partners"
MyGlamm,1000000000.0,2021-11-10,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,31000000000.0,"L'Occitane, Trifecta Capital, Bessemer Venture Partners"
Oda,1000000000.0,2021-06-02,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,33700000000.0,"Kinnevik, Softbank Group, Prosus Ventures"
Offchain Labs,1000000000.0,2021-08-31,Internet software & services,Princeton,United States,North America,2018,12400000000.0,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners"
Phantom,1000000000.0,2022-01-31,Fintech,San Francisco,United States,North America,2021,11800000000.0,"Paradigm, Andreessen Horowitz, Jump Capital"
Pilot.com,1000000000.0,2021-03-26,Fintech,San Francisco,United States,North America,2016,16100000000.0,"Index Ventures, Sequoia Capital, Bezos Expeditions"
Prime Medicine,1000000000.0,2021-07-13,Health,Cambridge,United States,North America,2019,31500000000.0,"Newpath Partners, Google Ventures, F-Prime Capital"
Public,1000000000.0,2021-02-17,Fintech,New York,United States,North America,2008,30900000000.0,"Accel, Greycroft, Advancit Capital"
Qumulo,1000000000.0,2020-07-16,Data management & analytics,Seattle,United States,North America,2012,34700000000.0,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners"
Rohlik,1000000000.0,2021-07-01,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,38000000000.0,"Partech Partners, Index Ventures, Quadrille Capital"
SeekOut,1000000000.0,2022-01-12,Internet software & services,Bellevue,United States,North America,2017,18900000000.0,"Mayfield, Madrona Venture Group, Tiger Global Management"
SmartMore,1000000000.0,2021-06-24,Artificial Intelligence,Shenzhen,China,Asia,2019,30000000000.0,"IDG Capital, ZhenFund, Sequoia Capital China"
Tealium,1000000000.0,2021-02-03,Internet software & services,San Diego,United States,North America,2008,26400000000.0,"Georgian Partners, Silver Lake, Presidio Ventures"
UpGrad,1000000000.0,2021-08-09,Edtech,Mumbai,India,Asia,2015,19400000000.0,"Qualcomm Ventures, Accel, Canaan Partners"
Workhuman,1000000000.0,2020-06-23,Internet software & services,Dublin,Ireland,Europe,1999,900000000.0,ICG
Xpressbees,1000000000.0,2022-02-09,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,57300000000.0,"Norwest Venture Partners, Investcorp, Blackstone"
L&P Cosmetic,1000000000.0,2016-01-01,Consumer & retail,Seoul,South Korea,Asia,2009,3300000000.0,CDIB Capital
Mininglamp Technology,1000000000.0,2019-03-27,Artificial intelligence,Beijing,China,Asia,2014,78700000000.0,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China"
Luoji Siwei,1000000000.0,2017-07-20,Edtech,Beijing,China,Asia,2012,14400000000.0,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
IRL,1000000000.0,2021-06-15,Internet software & services,San Francisco,United States,North America,2017,19700000000.0,"Goodwater Capital, Floodgate, Founders Fund"
Modern Health,1000000000.0,2021-02-11,Health,San Francisco,United States,North America,2017,16700000000.0,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund"
Tuhu,1000000000.0,2018-09-15,Auto & transportation,Shanghai,China,Asia,2011,87500000000.0,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon"
CloudBees,1000000000.0,2021-12-09,Data management & analytics,San Jose,United States,North America,2010,23600000000.0,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures"
Elemy,1000000000.0,2021-10-06,Health,San Francisco,United States,North America,2019,32300000000.0,"General Catalyst, Bling Capital, Felicis Ventures"
Guideline,1000000000.0,2021-06-16,Fintech,San Mateo,United States,North America,2015,33900000000.0,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
Happy Money,1000000000.0,2022-02-08,Fintech,Tustin,United States,North America,2009,19200000000.0,"FirstMark Capital, Anthemis, CMFG Ventures"
Rebellion Defense,1000000000.0,2021-09-16,Artificial intelligence,Washington DC,United States,North America,2019,15000000000.0,"Venrock, Innovation Endeavors, Insights Partners"
STORD,1000000000.0,2021-09-13,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,20500000000.0,"Dynamo VC, Susa Ventures, Founders Fund"
At-Bay,1000000000.0,2021-07-27,Fintech,Mountain View,United States,North America,2016,29200000000.0,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures"
TELD,1000000000.0,2019-12-16,Fintech,Qingdao,China,Asia,2014,39600000000.0,"China Reform Fund, Gaopeng Capital, Jinhui Xingye"
Acko General Insurance,1000000000.0,2021-10-28,Fintech,Bengaluru,India,Asia,2016,45800000000.0,"Intact Ventures, Munich Re Ventures, General Atlantic"
apna,1000000000.0,2021-09-15,Internet software & services,Bengaluru,India,Asia,2019,19300000000.0,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners"
Beyond Identity,1000000000.0,2022-02-22,Cybersecurity,New York,United States,North America,2019,20500000000.0,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners"
Carousell,1000000000.0,2021-09-15,E-commerce & direct-to-consumer,,Singapore,Asia,2012,28800000000.0,"500 Global, Rakuten Ventures, Golden Gate Ventures"
Chief,1000000000.0,2022-03-31,Other,New York,United States,North America,2019,14000000000.0,"General Catalyst, Inspired Capital, Flybridge Capital Partners"
CoinDCX,1000000000.0,2021-08-10,Fintech,Maharashtra,India,Asia,2017,10900000000.0,"Polychain Capital, Coinbase Ventures, Jump Capital"
Daily Harvest,1000000000.0,2021-11-16,E-commerce & direct-to-consumer,New York,United States,North America,2014,12000000000.0,"M13, Lightspeed Venture Partners, Lone Pine Capital"
Enpal,1000000000.0,2021-10-18,Internet software & services,Berlin,Germany,Europe,2017,30400000000.0,"HV Capital, Softbank Group, BlackRock"
eSentire,1000000000.0,2022-02-22,Cybersecurity,Waterloo,Canada,North America,2001,18600000000.0,"Edison Partners, Georgian Partners, VentureLink"
Firefly Aerospace,1000000000.0,2021-05-04,Other,Cedar Park,United States,North America,2014,17200000000.0,"XBTO Ventures, Raven One Ventures, SK Ventures"
Fundbox,1000000000.0,2021-11-30,Fintech,San Francisco,United States,North America,2013,40400000000.0,"Khosla Ventures, General Catalyst, Blumberg Capital"
G2,1000000000.0,2021-06-22,Internet software & services,Chicago,United States,North America,2012,25800000000.0,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners"
Gaussian Robotics,1000000000.0,2021-11-10,Hardware,Shanghai,China,Asia,2013,32500000000.0,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping"
GetYourGuide,1000000000.0,2019-05-16,Travel,Berlin,Germany,Europe,2009,65600000000.0,"Spark Capital, Highland Europe, Sunstone Capital"
GlobalBees,1000000000.0,2021-12-28,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,18500000000.0,"Chiratae Ventures, SoftBank Group, Trifecta Capital"
Ivalua,1000000000.0,2019-05-21,Fintech,Redwood City,United States,North America,2000,13400000000.0,"Ardian, Tiger Global Management, KKR"
Juanpi,1000000000.0,2016-04-14,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,13600000000.0,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital"
Karat,1000000000.0,2021-10-13,Internet software & services,Seattle,United States,North America,2014,16900000000.0,"8VC, Norwest Venture Partners, Tiger Global Management"
LEAD School,1000000000.0,2022-01-13,Edtech,Andheri,India,Asia,2012,16600000000.0,"WestBridge Capital, GSV Ventures, Elevar Equity"
Nexthink,1000000000.0,2021-02-08,Data management & analytics,Prilly,Switzerland,Europe,2004,34600000000.0,"Auriga, Galeo Ventures, Highland Europe"
People.ai,1000000000.0,2021-08-11,Internet software & services,San Francisco,United States,North America,2017,20000000000.0,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital"
Pharmapacks,1000000000.0,2020-11-12,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,43300000000.0,The Carlyle Group
Rightway,1000000000.0,2021-03-30,Health,New York,United States,North America,2017,13000000000.0,"Thrive Capital, Khosla Ventures, Tiger Global Management"
Sennder,1000000000.0,2021-01-14,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,34000000000.0,"Accelm Scania Growth Capital, Lakestar"
Sisense,1000000000.0,2020-01-09,Data management & analytics,New York,United States,North America,2004,27400000000.0,"Opus Capital, Genesis Partners, Battery Ventures"
Staffbase,1000000000.0,2022-03-15,Internet software & services,Chemnitz,Germany,Europe,2014,30700000000.0,"Insight Partners, e.ventures, General Atlantic"
Sunbit,1000000000.0,2021-05-20,Fintech,Los Angeles,United States,North America,2016,21000000000.0,"Zeev Ventures, Group11, Chicago Ventures"
TangoMe,1000000000.0,2014-03-20,Mobile & telecommunications,Mountain View,United States,North America,2009,36100000000.0,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group"
The Bank of London,1000000000.0,2021-11-30,Fintech,London,United Kingdom,Europe,2018,9000000000.0,"Mangrove Capital Partners,14W, ForgeLight"
Zego,1000000000.0,2021-03-09,Fintech,London,United Kingdom,Europe,2016,20200000000.0,"LocalGlobe, Balderton Capital, Target Global"
Nxin,1000000000.0,2018-09-18,Internet software & services,Beijing,China,Asia,2015,5300000000.0,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund"
Mamaearth,1000000000.0,2021-12-28,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,11100000000.0,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners"
Radius Payment Solutions,1000000000.0,2017-11-27,Fintech,Crewe,United Kingdom,Europe,1990,20000000000.0,Inflexion Private Equity
Rivigo,1000000000.0,2019-07-11,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,24700000000.0,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors"
Rubicon,1000000000.0,2017-08-25,Other,Atlanta,United States,North America,2008,22300000000.0,"Goldman Sachs, Leonardo DiCaprio, Promecap"
Socar,1000000000.0,2020-10-16,Auto & transportation,Jeju-do,South Korea,Asia,2012,40800000000.0,"Bain Capital, Altos Ventures, Songhyun Investment"
MobileCoin,1000000000.0,2021-07-07,Fintech,San Francisco,United States,North America,2018,10700000000.0,"General Catalyst, Future Ventures, AU21"
Density,1000000000.0,2021-11-10,Hardware,San Francisco,United States,North America,2014,21700000000.0,"Founders Fund, Upfront Ventures, 01 Advisors"
Instabase,1000000000.0,2019-10-21,Data management & analytics,San Francisco,United States,North America,2015,13200000000.0,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz"
Jiuxian,1000000000.0,2015-07-30,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,25000000000.0,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth"
Matrixport,1000000000.0,2021-06-01,Fintech,,Singapore,Asia,2019,10000000000.0,"Dragonfly Captial, Qiming Venture Partners, DST Global"
Mixpanel,1000000000.0,2021-11-15,Internet software & services,San Francisco,United States,North America,2009,27700000000.0,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital"
Sendbird,1000000000.0,2021-04-06,Mobile & telecommunications,San Mateo,United States,North America,2013,22100000000.0,"FundersClub, Y Combinator, Tiger Global Management"
OrCam Technologies,1000000000.0,2018-02-20,Artificial intelligence,Jerusalem,Israel,Asia,2010,8600000000.0,"Intel Capital, Aviv Venture Capital"
Leap Motor,1000000000.0,2018-11-20,Auto & transportation,Hangzhou,China,Asia,2015,1000000000.0,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group"
1KMXC,1000000000.0,2021-08-30,Hardware,Hangzhou,China,Asia,2014,8600000000.0,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group"
58 Daojia,1000000000.0,2015-10-12,Internet software & services,Beijing,China,Asia,2014,30000000000.0,"KKR, Alibaba Group, Ping An Insurance"
Agile Robots,1000000000.0,2021-09-09,Hardware,Munich,Germany,Europe,2018,24000000000.0,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture"
Aibee,1000000000.0,2021-04-13,Artificial intelligence,Beijing,China,Asia,2017,27300000000.0,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures"
Aircall,1000000000.0,2021-06-23,Internet software & services,New York,United States,North America,2014,22600000000.0,"Balderton Capital, Next World Capital, Draper Esprit"
Ajaib,1000000000.0,2021-10-04,Fintech,Jakarta,Indonesia,Asia,2018,24500000000.0,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners"
Alto Pharmacy,1000000000.0,2020-01-30,Health,San Francisco,United States,North America,2015,52400000000.0,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group"
Amagi,1000000000.0,2022-03-16,Internet software & services,Bengaluru,India,Asia,2008,24000000000.0,"Mayfield, Accel, Norwest Venture Partners"
Amount,1000000000.0,2021-05-17,Fintech,Chicago,United States,North America,2019,24300000000.0,"Invus Group, Hanaco Venture Capital, WestCap Group"
Amperity,1000000000.0,2021-07-13,Artificial intelligence,Seattle,United States,North America,2016,18700000000.0,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners"
Anyscale,1000000000.0,2021-12-07,Artificial Intelligence,Berkeley,United States,North America,2019,16000000000.0,"Andreessen Horowitz, Intel Capital, Foundation Capital"
Aptos,1000000000.0,2022-03-15,Internet software & services,Palo Alto,United States,North America,2021,20000000000.0,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management"
Aqua Security,1000000000.0,2021-03-10,Cybersecurity,Ramat Gan,Israel,Asia,2015,26500000000.0,"TLV Partners, Lightspeed Venture Partners, M12"
Assent,1000000000.0,2022-01-06,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,53400000000.0,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures"
Augury,1000000000.0,2021-10-26,Artificial intelligence,New York,United States,North America,2011,29400000000.0,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures"
Axelar,1000000000.0,2022-02-15,Internet software & services,Waterloo,Canada,North America,2020,6400000000.0,"Lemniscap VC, North Island Ventures, Polychain Capital"
Axiom Space,1000000000.0,2021-02-16,Other,Houston,United States,North America,2016,15000000000.0,"C5 Capital, Hemisphere Ventures, The Venture Collective"
Banma Network Technologies,1000000000.0,2018-09-13,Auto & transportation,Shanghai,China,Asia,2015,69700000000.0,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital"
BeiBei,1000000000.0,2015-01-22,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,22400000000.0,"Banyan Capital, New Horizon Capital, IDG Capital Partners"
BenevolentAI,1000000000.0,2015-06-02,Artificial intelligence,London,United Kingdom,Europe,2013,29200000000.0,Woodford Investment Management
Berlin Brands Group,1000000000.0,2021-09-01,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,80000000000.0,"Ardian, Bain Capital"
Betterfly,1000000000.0,2022-02-01,Artificial intelligence,Santiago,Chile,South America,2018,20500000000.0,"QED Investors, DST Global, Endeavor"
BitFury,1000000000.0,2018-11-06,Hardware,Amsterdam,Netherlands,Europe,2011,17000000000.0,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital"
BlackBuck,1000000000.0,2021-07-22,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,35200000000.0,"Accel, Sands Capital, International Finance Corporation"
Bluecore,1000000000.0,2021-08-05,Artificial intelligence,New York,United States,North America,2013,23800000000.0,"FirstMark Capital, Georgian Partners, Norwest Venture Partners"
BlueVoyant,1000000000.0,2022-02-23,Cybersecurity,New York,United States,North America,2017,52600000000.0,"8VC, Liberty Strategic Capital, Eden Global Partners"
bolttech,1000000000.0,2021-07-01,Fintech,,Singapore,Asia,2018,21000000000.0,"Mundi Ventures, Doqling Capital Partners, Activant Capital"
Boom Supersonic,1000000000.0,2020-12-16,Other,Englewood,United States,North America,2014,24100000000.0,"WRVI Capital, Caffeinated Capital, Y Combinator"
Bringg,1000000000.0,2021-06-16,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,18500000000.0,"Salesforce Ventures, next47, Pereg Ventures"
C2FO,1000000000.0,2019-08-07,Fintech,Leawood,United States,North America,2008,53800000000.0,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management"
Cadence,1000000000.0,2021-12-14,Health,New York,United States,North America,2020,14100000000.0,"Thrive Capital, General Catalyst, Coatue Management"
CAIS,1000000000.0,2022-01-11,Fintech,New York,United States,North America,2009,40600000000.0,"Franklin Templeton, Motive Partners, Apollo Global Management"
Cameo,1000000000.0,2021-03-30,Internet software & services,Chicago,United States,North America,2016,16500000000.0,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures"
Capsule,1000000000.0,2021-04-28,Health,New York,United States,North America,2016,57000000000.0,"Thrive Capital, Durable Capital Partners, G Squared"
CargoX,1000000000.0,2021-10-21,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,39000000000.0,"Valor Capital Group, Lightrock, Softbank Group"
Carro,1000000000.0,2021-06-14,E-commerce & direct-to-consumer,,Singapore,Asia,2015,59500000000.0,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures"
CHEQ,1000000000.0,2022-02-22,Cybersecurity,New York,United States,North America,2014,18200000000.0,"Battery Ventures, Tiger Global Management, Hanaco Ventures"
Chronosphere,1000000000.0,2021-10-07,Data management & analytics,New York,United States,North America,2019,25400000000.0,"Greylock Partners, Lux Capital, General Atlantic"
Cider,1000000000.0,2021-09-02,E-commerce & direct-to-consumer,,Hong Kong,Asia,2020,14000000000.0,"Andreessen Horowitz, DST Global, IDG Capital"
Clara,1000000000.0,2021-12-06,Fintech,Mexico City,Mexico,North America,2020,10900000000.0,"DST Global, General Catalyst, Monashees+"
Clearcover,1000000000.0,2021-04-13,Fintech,Chicago,United States,North America,2016,30500000000.0,"American Family Ventures, Cox Enterprises, OMERS Ventures"
CommerceIQ,1000000000.0,2022-03-21,Artificial Intelligence,Palo Alto,United States,North America,2012,19600000000.0,"Trinity Ventures, Madrona Venture Group, Shasta Ventures"
Contrast Security,1000000000.0,2021-11-09,Cybersecurity,Los Altos,United States,North America,2014,26900000000.0,"Acero Capital, General Catalyst, M12"
Darwinbox,1000000000.0,2022-01-25,Internet software & services,Hyderabad,India,Asia,2015,10700000000.0,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners"
Dental Monitoring,1000000000.0,2021-10-21,Health,Paris,France,Europe,2014,23200000000.0,"Vitruvian Partners, Merieux Equity Partners, Straumann"
DianRong,1000000000.0,2017-08-02,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,54900000000.0,"Standard Chartered, FinSight Ventures, Affirma Capital"
Drata,1000000000.0,2021-11-08,Cybersecurity,San Diego,United States,North America,2020,12800000000.0,"Cowboy Ventures, Leaders Fund, GGV Capital"
DriveNets,1000000000.0,2021-01-27,Internet software & services,Ra'anana,Israel,Asia,2015,32500000000.0,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners"
Dune Analytics,1000000000.0,2022-02-02,Data management & analytics,Oslo,Norway,Europe,2018,7900000000.0,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners"
Dxy.cn,1000000000.0,2018-04-10,Health,Hangzhou,China,Asia,2000,68200000000.0,"Tencent Holdings, DCM Ventures"
EBANX,1000000000.0,2019-10-16,Fintech,Curitiba,Brazil,South America,2012,46000000000.0,"FTV Capital, Endeavor"
EcoFlow,1000000000.0,2021-06-10,Hardware,Shenzhen,China,Asia,2017,10500000000.0,"Delian Capital, China International Capital Corporation, Sequoia Capital China"
Electric,1000000000.0,2022-03-29,Cybersecurity,New York,United States,North America,2016,20900000000.0,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners"
Emerging Markets Property Group,1000000000.0,2020-04-28,Other,Dubai,United Arab Emirates,Asia,2015,27900000000.0,"OLX Group, KCK Group, EXOR Seeds"
Esusu,1000000000.0,2022-01-27,Fintech,New York,United States,North America,2015,14500000000.0,"Next Play Ventures, Zeal Capital Partners, SoftBank Group"
Evidation,1000000000.0,2021-03-22,Health,San Mateo,United States,North America,2012,25900000000.0,"B Capital Group,, GE Ventures, McKesson Ventures"
Expel,1000000000.0,2021-11-18,Cybersecurity,Herndon,United States,North America,2016,25800000000.0,"Paladin Capital Group, Greycroft, Scale Venture Partners"
Fabric,1000000000.0,2021-10-26,"Supply chain, logistics, & delivery",New York,United States,North America,2015,29400000000.0,"Innovation Endeavors, Aleph, Temasek"
Feedzai,1000000000.0,2021-03-24,Artificial intelligence,San Mateo,United States,North America,2009,27700000000.0,"Global Founders Capital, Shea Ventures, Greycroft"
Fever Labs,1000000000.0,2022-01-26,Internet software & services,New York,United States,North America,2012,29900000000.0,"Accel, 14W, GS Growth"
Fiture,1000000000.0,2021-04-14,Health,Chengdu,China,Asia,2019,39100000000.0,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital"
FLASH,1000000000.0,2022-03-16,Fintech,Austin,United States,North America,2011,31400000000.0,"L Catterton, Trellis Partners, Vista Equity Partners"
